"Year","Estimated Value","Sale Price","num_rooms","num_bathrooms","carpet_area","property_tax_rate","Date","Locality","Property","Residential","Face"
2020,188210,413000,6,4,NA,1.0254395,2020-10-01,"Bridgeport","Three Family","Triplex","East"
2020,131070,270000,8,6,2945,1.0254395,2020-10-02,NA,"Four Family","Fourplex","East"
2020,120630,195000,4,4,NA,1.0254395,2020-10-02,NA,"Two Family",NA,"East"
2020,437270,745000,3,2,916,1.0254395,2020-10-02,"Stamford","Single Family","Detached House","North"
2020,236140,440000,4,2,1418,1.0254395,2020-10-02,"Stamford","Two Family","Duplex","West"
2020,191790,309000,6,4,2178,1.0254395,2020-10-02,"Bridgeport","?","Triplex","North"
2020,275890,425000,3,2,1036,1.0254395,2020-10-02,"Stamford","Single Family","Detached House","West"
2020,88440,199800,3,3,913,1.0254395,2020-10-02,"Bridgeport","Single Family","Detached House","North"
2020,65330,42000,3,1,982,1.0254395,2020-10-02,NA,"Single Family","Detached House","South"
2020,279450,5e+05,4,4,NA,1.0254395,2020-10-03,"Stamford","Two Family","Duplex","East"
2020,105380,170000,6,4,NA,1.0254395,2020-10-03,"Bridgeport","?","Triplex","South"
2020,374990,610000,3,1,NA,1.0254395,2020-10-03,"Fairfield","Single Family","Detached House","North"
2020,374710,565000,3,3,1035,1.0254395,2020-10-03,"Fairfield","Single Family","Detached House","West"
2020,246320,257000,3,1,1090,1.0254395,2020-10-04,"Stamford","Single Family","Detached House","West"
2020,NA,449500,3,2,NA,1.0254395,2020-10-05,"West Hartford","?","Detached House","West"
2020,NA,280000,4,2,NA,1.0254395,2020-10-09,"Bridgeport","Two Family","Duplex","East"
2020,75160,140000,3,1,NA,1.0254395,2020-10-09,"Bridgeport","?","Detached House","East"
2020,533750,809200,3,3,999,1.0254395,2020-10-09,"Greenwich","Single Family","Detached House","East"
2020,218890,399900,3,1,903,1.0254395,2020-10-10,"Greenwich","Single Family","Detached House","East"
2020,117610,239000,3,1,919,1.0254395,2020-10-10,"Bridgeport","Single Family","Detached House","North"
2020,NA,253400,3,1,1032,NA,2020-10-11,NA,"Single Family","Detached House","North"
2020,86210,86000,3,1,11000,1.0254395,2020-10-11,"Bridgeport","Single Family","Detached House","West"
2020,92600,144000,6,4,NA,1.0254395,2020-10-11,"Bridgeport","Three Family","Triplex","East"
2020,74190,127500,3,2,NA,1.0254395,2020-10-12,"Waterbury","?","Detached House","West"
2020,98690,175901,4,2,1431,1.0254395,2020-10-12,"Waterbury","Two Family","Duplex","North"
2020,222180,310000,4,3,1389,1.0254395,2020-10-12,"West Hartford","Two Family","Duplex","West"
2020,37140,117500,6,4,NA,1.0254395,2020-10-15,NA,"Three Family","Triplex","East"
2020,207270,340000,3,3,915,1.0254395,2020-10-15,"Fairfield","Single Family","Detached House","West"
2020,70600,153900,3,1,958,1.0254395,2020-10-15,"Waterbury","?","Detached House","South"
2020,249130,355000,3,3,913,1.0254395,2020-10-15,NA,"Single Family","Detached House","North"
2020,275500,453000,3,3,1030,1.0254395,2020-10-16,"Stamford","Single Family","Detached House","West"
2020,130700,280000,6,5,NA,1.0254395,2020-10-16,"Bridgeport","Three Family","Triplex","West"
2020,104340,59500,3,2,1100,1.0254395,2020-10-16,NA,"Single Family","Detached House","East"
2020,110870,178615,6,4,NA,1.0254395,2020-10-16,"Waterbury","?","Triplex","North"
2020,67980,125000,3,3,1021,1.0254395,2020-10-17,"Waterbury","?","Detached House","East"
2020,136290,180000,3,2,1059,1.0254395,2020-10-18,NA,"Single Family","Detached House","East"
2020,93040,NA,6,5,2095,1.0254395,2020-10-18,NA,"Three Family","Triplex","South"
2020,147070,231000,3,1,950,1.0254395,2020-10-18,"West Hartford","Single Family","Detached House","South"
2020,121220,230000,3,2,NA,1.0254395,2020-10-22,"Bridgeport","Single Family","Detached House","North"
2020,NA,1207879,3,1,1047,1.0254395,2020-10-22,"Stamford","Single Family","Detached House","West"
2020,NA,52000,6,5,2061,1.0254395,2020-10-22,"Waterbury","Three Family","Triplex","East"
2020,90000,66000,3,3,927,1.0254395,2020-10-22,"Waterbury","?","Detached House","South"
2020,332290,520000,3,2,NA,1.0254395,2020-10-22,"West Hartford","Single Family","Detached House","West"
2020,NA,105000,4,NA,NA,1.0254395,2020-10-22,"Bridgeport","Two Family","Duplex","South"
2020,315560,485000,4,4,1256,1.0254395,2020-10-23,"Fairfield","Two Family","Duplex","East"
2020,51030,63000,3,3,1094,1.0254395,2020-10-23,NA,"Single Family","Detached House","West"
2020,518490,735000,3,2,981,1.0254395,2020-10-24,NA,"Single Family","Detached House","South"
2020,384510,470000,3,2,NA,1.0254395,2020-10-25,"Fairfield","Single Family","Detached House","North"
2020,136480,317500,3,2,987,1.0254395,2020-10-26,"Bridgeport","Single Family","Detached House","North"
2020,64660,90000,3,3,NA,1.0254395,2020-10-26,"Waterbury","?","Detached House","South"
2020,473120,6e+05,3,1,1027,1.0254395,2020-10-26,"Stamford","Single Family","Detached House","North"
2020,158620,260000,3,1,1027,1.0254395,2020-10-29,"West Hartford","Single Family","Detached House","South"
2020,72070,89500,3,2,985,1.0254395,2020-10-29,"Waterbury","Single Family","Detached House","North"
2020,NA,180000,6,4,1972,1.0254395,2020-10-29,"Bridgeport","Three Family","Triplex","West"
2020,NA,295000,3,2,1074,1.0254395,2020-10-29,"Fairfield","Single Family","Detached House","North"
2020,59950,115500,3,2,926,1.0254395,2020-10-29,"Bridgeport","Single Family","Detached House","West"
2020,2020270,2050000,3,1,1077,1.0254395,2020-10-29,"Greenwich","Single Family","Detached House","South"
2020,781410,1275000,3,2,1063,1.0254395,2020-10-30,"Greenwich","Single Family","Detached House","West"
2020,479370,725000,3,3,908,1.0254395,2020-10-30,"Stamford","Single Family","Detached House","South"
2020,185480,212533,3,3,977,1.0254395,2020-10-31,"Bridgeport","Single Family","Detached House","South"
2020,124190,170000,3,2,1057,1.0254395,2020-10-31,"Bridgeport","Single Family","Detached House","East"
2020,169230,152000,4,2,1220,1.0254395,2020-11-01,"Bridgeport","?","Duplex","West"
20200,1479100,1945000,3,2,NA,1.0254395,2020-11-01,"Greenwich","Single Family","Detached House","South"
2020,365540,523000,3,1,1017,1.0254395,2020-11-01,"West Hartford","Single Family","Detached House","West"
2020,253190,325000,3,2,NA,1.0254395,2020-11-01,"Fairfield","Single Family","Detached House","North"
2020,101920,190550,3,2,1060,1.0254395,2020-11-01,"Bridgeport","Single Family","Detached House","East"
2020,3496850,5750000,3,2,NA,1.0254395,2020-11-01,"Greenwich","?","Detached House","North"
2020,437110,705000,3,2,958,1.0254395,2020-11-01,"Stamford","Single Family","Detached House","North"
2020,156960,170000,3,3,1075,1.0254395,2020-11-02,"Bridgeport","Single Family","Detached House","East"
2020,479270,725000,3,2,1093,1.0254395,2020-11-02,"Stamford","Single Family","Detached House","East"
2020,30380,5000,3,1,NA,1.0254395,2020-11-02,"Waterbury","?","Detached House","East"
2020,134680,178000,3,3,NA,1.0254395,2020-11-05,"West Hartford","Single Family","Detached House","North"
2020,131350,252500,3,3,998,1.0254395,2020-11-05,"Bridgeport","Single Family","Detached House","West"
2020,102360,170000,3,2,973,1.0254395,2020-11-05,"Bridgeport","Single Family","Detached House","North"
2020,314470,450000,3,1,954,1.0254395,2020-11-05,NA,"Single Family","Detached House","East"
2020,283500,445500,3,3,1041,1.0254395,2020-11-06,"Fairfield","Single Family","Detached House","West"
2020,NA,445000,3,2,NA,NA,2020-11-07,NA,"Single Family","Detached House","West"
2020,50990,80000,6,4,2148,1.0254395,2020-11-07,"Waterbury","Three Family","Triplex","North"
2020,82620,209000,3,2,NA,1.0254395,2020-11-07,"Waterbury","Single Family","Detached House","East"
2020,32740,103000,3,1,998,1.0254395,2020-11-07,"Waterbury","Single Family","Detached House","South"
2020,380200,5e+05,3,3,1026,1.0254395,2020-11-07,"Stamford","Single Family","Detached House","North"
2020,113970,113000,4,3,1456,1.0254395,2020-11-08,"Bridgeport","Two Family","Duplex","West"
2020,NA,102000,3,3,1024,1.0254395,2020-11-09,"Waterbury","Single Family","Detached House","North"
2020,NA,1495000,3,1,953,1.0254395,2020-11-09,"Greenwich","Single Family","Detached House","South"
2020,102340,169900,3,3,NA,1.0254395,2020-11-13,"West Hartford","Single Family","Detached House","East"
2020,451850,685000,3,1,NA,1.0254395,2020-11-13,"Fairfield","Single Family","Detached House","North"
2020,363020,418000,3,3,932,1.0254395,2020-11-13,"West Hartford","Single Family","Detached House","North"
2020,121760,93000,4,3,1358,1.0254395,2020-11-13,NA,"Two Family","Duplex","East"
2020,275450,372000,3,1,1074,1.0254395,2020-11-13,NA,"Single Family","Detached House","North"
2020,148960,218000,3,1,NA,1.0254395,2020-11-13,"West Hartford","Single Family","Detached House","South"
2020,81210,70000,3,3,NA,1.0254395,2020-11-13,"Waterbury","Single Family","Detached House","South"
2020,149710,125000,4,4,1203,1.0254395,2020-11-13,"Waterbury","Two Family","Duplex","East"
2020,147770,285000,3,3,1069,1.0254395,2020-11-13,"Bridgeport","Single Family","Detached House","South"
2020,157080,250000,3,2,1088,1.0254395,2020-11-14,"West Hartford","Single Family","Detached House","West"
2020,94860,57957,3,2,1030,1.0254395,2020-11-14,"Bridgeport","Single Family","Detached House","West"
2020,94860,19985,3,2,920,1.0254395,2020-11-14,"Bridgeport","Single Family","Detached House","South"
2020,95600,172000,4,3,1497,1.0254395,2020-11-14,"Bridgeport","Two Family","Duplex","West"
2020,415520,445000,3,1,1004,1.0254395,2020-11-15,"Fairfield","Single Family","Detached House","South"
2020,1558620,2950000,3,1,NA,1.0254395,2020-11-15,"Greenwich","?","Detached House","East"
2020,114970,185000,3,2,978,1.0254395,2020-11-15,"Bridgeport","Single Family","Detached House","South"
2020,95200,135555,4,3,1216,1.0254395,2020-11-16,"Bridgeport","Two Family","Duplex","North"
2020,527030,670000,3,3,923,1.0254395,2020-11-16,"Fairfield","Single Family","Detached House","North"
2020,580720,830000,3,3,948,1.0254395,2020-11-16,NA,"?","Detached House","South"
2020,131600,217000,3,2,1061,1.0254395,2020-11-19,"West Hartford","Single Family","Detached House","West"
2020,315980,510000,3,1,1006,1.0254395,2020-11-19,"Fairfield","Single Family","Detached House","West"
2020,1417290,1385000,3,1,1028,1.0254395,2020-11-19,"Greenwich","Single Family","Detached House","North"
2020,560550,975000,3,3,931,1.0254395,2020-11-19,"Stamford","Single Family","Detached House","West"
2020,222530,320000,3,3,NA,1.0254395,2020-11-19,"West Hartford","?","Detached House","South"
2020,1468460,3500000,3,3,NA,1.0254395,2020-11-19,"Greenwich","Single Family","Detached House","East"
2020,236390,315000,3,3,NA,1.0254395,2020-11-19,"West Hartford","?","Detached House","West"
2020,258370,369000,3,1,1088,1.0254395,2020-11-20,"West Hartford","Single Family","Detached House","South"
2020,393470,586350,3,2,1008,1.0254395,2020-11-20,NA,"Single Family","Detached House","North"
2020,126330,190000,3,NA,NA,1.0254395,2020-11-20,"Waterbury","Single Family","Detached House","East"
2020,NA,410000,3,1,970,1.0254395,2020-11-20,"Fairfield","Single Family","Detached House",NA
2020,183570,215000,3,2,1040,1.0254395,2020-11-21,NA,"Single Family","Detached House","North"
2020,NA,120000,3,1,NA,1.0254395,2020-11-21,"Bridgeport","Single Family","Detached House","North"
2020,NA,109000,3,1,943,1.0254395,2020-11-21,NA,"Single Family","Detached House","West"
2020,442970,750000,3,3,945,1.0254395,2020-11-21,"Stamford","Single Family","Detached House","North"
2020,148950,201000,3,3,946,1.0254395,2020-11-26,"Bridgeport","?","Detached House","West"
2020,236950,405000,3,2,NA,1.0254395,2020-11-26,"Fairfield","Single Family","Detached House","North"
2020,302520,552000,3,1,1017,1.0254395,2020-11-26,NA,"Single Family","Detached House","South"
20200,75890,134000,3,3,1042,1.0254395,2020-11-27,"Bridgeport","Single Family","Detached House","West"
2020,367580,330000,3,2,964,1.0254395,2020-11-27,"Bridgeport","Single Family","Detached House","South"
2020,172480,279900,3,3,NA,1.0254395,2020-11-27,"West Hartford","Single Family","Detached House","West"
2020,56770,50000,6,6,NA,1.0254395,2020-11-27,"Waterbury","Three Family","Triplex","West"
2020,NA,269900,3,1,1065,1.0254395,2020-11-28,NA,"Single Family","Detached House","South"
2020,97350,12500,4,3,NA,10.254395,2020-11-28,"Bridgeport","?","Duplex","West"
2020,103200,180500,4,3,1258,1.0254395,2020-11-29,"Bridgeport","Two Family","Duplex","North"
2020,52400,76000,3,1,NA,1.0254395,2020-11-29,NA,"Single Family","Detached House","West"
2020,73960,118750,3,1,1074,1.0254395,2020-11-30,"Waterbury","Single Family","Detached House","West"
2020,43090,40000,4,3,1366,1.0254395,2020-11-30,"Waterbury","Two Family","Duplex","North"
2020,315480,370000,3,1,995,1.0254395,2020-11-30,"Stamford","Single Family","Detached House","North"
2020,386940,591500,3,2,1017,1.0254395,2020-11-30,"Stamford","Single Family","Detached House","North"
2020,97070,85400,4,3,NA,1.0254395,2020-11-30,"Waterbury","Two Family","Duplex","South"
2020,80060,107000,3,3,NA,1.0254395,2020-12-03,"Bridgeport","Single Family","Detached House","West"
2020,137540,220000,4,2,1230,1.0254395,2020-12-03,"Bridgeport","Two Family","Duplex","East"
2020,2867000,426000,30,2,1087,1.0254395,2020-12-03,"Stamford","Single Family","Detached House","North"
2020,267190,385000,3,3,NA,1.0254395,2020-12-03,"West Hartford","?","Detached House","East"
2020,153510,186000,3,3,NA,1.0254395,2020-12-03,"West Hartford","Single Family","Detached House","South"
2020,338080,525000,4,2,1241,1.0254395,2020-12-03,"Stamford","Two Family","Duplex","North"
2020,3679900,4985000,3,3,942,1.0254395,2020-12-03,"Greenwich","Single Family","Detached House","South"
2020,236600,359000,30,3,949,1.0254395,2020-12-03,"Fairfield","Single Family","Detached House","East"
2020,924420,1275000,3,2,945,1.0254395,2020-12-04,NA,"Single Family","Detached House","East"
2020,89960,109200,3,3,1076,1.0254395,2020-12-04,"Waterbury","Single Family","Detached House","North"
2020,306670,460000,3,3,1099,1.0254395,2020-12-04,"West Hartford","Single Family","Detached House","South"
NA,278110,475000,3,2,904,1.0254395,2020-12-04,"Fairfield","Single Family","Detached House","East"
2020,336110,950000,4,3,NA,1.0254395,2020-12-04,"Stamford","Two Family","Duplex","West"
2020,76200,138000,3,1,NA,1.0254395,2020-12-05,"Waterbury","Single Family","Detached House","East"
2020,80060,125000,3,2,1036,1.0254395,2020-12-05,"Waterbury","Single Family","Detached House","North"
2020,394800,402000,3,3,NA,1.0254395,2020-12-05,"Fairfield","Single Family","Detached House","West"
2020,99800,215000,4,3,NA,1.0254395,2020-12-06,"Bridgeport","Two Family","Duplex","North"
2020,2862020,3550000,3,3,1097,1.0254395,2020-12-06,"Greenwich","Single Family","Detached House","West"
2020,27250,55000,3,1,904,1.0254395,2020-12-06,"Waterbury","Single Family","Detached House","South"
2020,145180,245000,3,NA,1074,1.0254395,2020-12-06,"West Hartford","Single Family","Detached House","South"
2020,390100,452000,3,3,921,1.0254395,2020-12-06,"Stamford","Single Family","Detached House","North"
2020,122180,163500,3,2,980,1.0254395,2020-12-06,"Bridgeport","Single Family","Detached House","West"
2020,2127440,3600000,3,2,NA,1.0254395,2020-12-07,"Greenwich","Single Family","Detached House","North"
2020,NA,143000,4,2,1384,1.0254395,2020-12-07,"Waterbury","Two Family","Duplex","North"
2020,61780,80000,6,5,NA,1.0254395,2020-12-07,"Waterbury","Three Family","Triplex","East"
2020,NA,285000,6,5,1808,1.0254395,2020-12-07,"Waterbury","Three Family","Triplex","South"
2020,523840,665000,3,1,1021,1.0254395,2020-12-10,"Stamford","Single Family","Detached House","North"
2020,437300,640000,3,2,NA,1.0254395,2020-12-10,"Stamford","?","Detached House","East"
2020,879830,975000,3,2,1028,1.0254395,2020-12-11,"Greenwich","Single Family","Detached House","South"
2020,508480,660000,3,3,NA,1.0254395,2020-12-11,"Fairfield","Single Family","Detached House","East"
2020,231280,280000,3,2,1015,1.0254395,2020-12-11,NA,"Single Family","Detached House","East"
NA,446320,745000,3,2,1051,1.0254395,2020-12-11,"Fairfield","Single Family","Detached House","West"
2020,173500,330000,6,6,2136,1.0254395,2020-12-11,NA,"Three Family","Triplex","South"
2020,NA,560000,4,2,1280,1.0254395,2020-12-12,"Stamford","Two Family","Duplex","East"
2020,157500,263000,3,3,937,1.0254395,2020-12-12,"West Hartford","Single Family","Detached House","East"
2020,1520680,2332500,3,3,1085,1.0254395,2020-12-12,"Fairfield","Single Family","Detached House","East"
2020,1017660,1650000,3,2,1098,1.0254395,2020-12-13,"Greenwich","?","Detached House","West"
2020,170100,230000,30,1,1077,1.0254395,2020-12-13,"West Hartford","Single Family","Detached House","South"
2020,NA,515000,3,2,1054,1.0254395,2020-12-13,"Stamford","Single Family","Detached House","North"
2020,577150,910000,3,2,912,1.0254395,2020-12-13,"Greenwich","Single Family","Detached House","South"
2020,1218700,1395000,3,2,961,1.0254395,2020-12-17,"Greenwich","Single Family","Detached House","East"
2020,140120,250000,3,2,NA,1.0254395,2020-12-17,"Bridgeport","Single Family","Detached House","West"
2020,190810,315000,3,3,1054,1.0254395,2020-12-17,"Waterbury","?","Detached House",NA
2020,202650,328500,3,1,1058,1.0254395,2020-12-17,"West Hartford","Single Family","Detached House","North"
